CODICE_SCUOLA;denominazione;tipoDiIstruzione;CODICE_ISTITUTO;denominazioneIstituto;indirizzo;comune;provincia;cap;email;telefono;latitudine;longitudine;scuolaStatale;scuolaParitaria
RMPS06301N;LUCIO ANNEO SENECA SCIENTIFICO;PS;RMIS063007;LUCIO ANNEO SENECA;VIA ALBERGOTTI, 35;ROMA;ROMA;00167;RMIS063007@istruzione.it;0612112458;41.90532;12.42687;1;0
RMMM8EM019;LUCIO LOMBARDO RADICE;MM;RMIC8EM008;IC PIERSANTI MATTARELLA;V. FACCHINETTI 42  V. CASALBERTONE 91;ROMA;ROMA;00159;RMIC8EM008@istruzione.it;0643598618;41.8971;12.5314;1;0
RMTD38000R;LUCIO LOMBARDO RADICE;TD;RMTD38000R;LUCIO LOMBARDO RADICE;PIAZZA ETTORE VIOLA, 6;ROMA;ROMA;00173;RMTD38000R@istruzione.it;06121122835;41.84289;12.58831;1;0
RMPC420003;LUCREZIO CARO;PC;RMPC420003;LUCREZIO CARO;VIA VENEZUELA 30;ROMA;ROMA;00196;RMPC420003@istruzione.it;06121125355;41.93241;12.47722;1;0
RMMM8FJ01C;LUPO ALBERTO;MM;RMIC8FJ00B;IC TERESA SARTI;LARGO BIGNOTTI, 10;ROMA;ROMA;00127;RMIC8FJ00B@istruzione.it;0652834216;41.80146;12.42521;1;0
RMSLBH500V;"Liceo Artistico ""UGO FOSCOLO""";SL;RMSLBH500V;"Liceo Artistico ""UGO FOSCOLO""";V. ISOLE DEL CAPO VERDE, 192;ROMA;ROMA;00121;LICEOARTISTICOUGOFOSCOLO@GMAIL.COM;065614805      ;41.73849;12.27399;0;1
RMPS0V500L;Liceo Scientifico Sportivo ROMA;PS;RMPS0V500L;Liceo Scientifico Sportivo ROMA;VIA ERNESTO NATHAN;ROMA;ROMA;00146;;;41.85206;12.45828;0;1
RMPSGN5004;Liceo Scientifico opz. scienze applicate - Renzo Levi;PS;RMPSGN5004;Liceo Scientifico opz. scienze applicate - Renzo Levi;Via Portico d'Ottavia, 73;ROMA;ROMA;00186;;;;;0;1
RMMM85701R;M. PERIELLO;MM;RMIC85700Q;ENZO BIAGI;VIA ORREA, 23;ROMA;ROMA;00123;RMIC85700Q@istruzione.it;063037022;42.0835;12.34798;1;0
RMTH127022;M.COLONNA;TH;RMIS127001;F.DE PINEDO- M. COLONNA;VIA        SALVATORE PINCHERLE 201;ROMA;ROMA;00146;RMIS127001@istruzione.it;06121123740;41.85367;12.46514;1;0
RMRS092019;MAGAROTTO;RS;RMIS092007;VICOLO DEL CASAL LUMBROSO;VICOLO     DEL CASAL LUMBROSO 129;ROMA;ROMA;00166;RMIS092007@istruzione.it;06121127720;41.86708;12.37183;1;0
RMMM83501X;MAGNANI;MM;RMIC83500V;"""FONTANILE ANAGNINO""";VIA        FONTANILE ANAGNINO  123;ROMA;ROMA;00118;RMIC83500V@istruzione.it;067900151;41.81396;12.60328;1;0
RMPL22500A;MAGNUM;PL;RMPL22500A;MAGNUM;VIALE EUROPA 140;ROMA;ROMA;00144;;06  5913242    ;41.8318;12.46581;0;1
RMPS485001;MAGNUM;PS;RMPS485001;MAGNUM;VIALE EUROPA 140;ROMA;ROMA;00144;;06  5913240    ;41.83202;12.46514;0;1
RMTD70500E;MAGNUM;TD;RMTD70500E;MAGNUM;V.BORNEO 30;ROMA;ROMA;00144;;00065913242    ;41.82009;12.46211;0;1
RMPS108012;MALPIGHI;PS;RMIS10800G;VIA SILVESTRI, 301;VIA        SILVESTRI 301;ROMA;ROMA;00164;RMIS10800G@istruzione.it;06121127660;41.87663;12.42721;1;0
RMPC14000N;MANARA;PC;RMPC14000N;MANARA;VIA BASILIO BRICCI 4;ROMA;ROMA;00152;RMPC14000N@istruzione.it;06121127825;41.8844;12.45753;1;0
RMMM8FL014;MAR DEI CARAIBI - STELLA POLARE;MM;RMIC8FL003;IC VIA MAR DEI CARAIBI;VIA MAR DEI CARAIBI 32;ROMA;ROMA;00122;RMIC8FL003@istruzione.it;065681895;41.73033;12.30218;1;0
RMPM08000B;MARGHERITA DI SAVOIA;PM;RMPM08000B;MARGHERITA DI SAVOIA;VIA CERVETERI, 55/57;ROMA;ROMA;00183;RMPM08000B@istruzione.it;06121122065;41.88123;12.51099;1;0
RM1MZQ500O;MARIA CONSOLATRICE;MM;RM1MZQ500O;MARIA CONSOLATRICE;V.N. MARSELLI 1;ROMA;ROMA;00159;mssconcolatrice@tiscali.it;064396352      ;41.89722;12.53549;0;1
RM1M07100G;MARYMOUNT;MM;RM1M07100G;MARYMOUNT;V.NOMENTANA 355;ROMA;ROMA;00162;;068622571      ;41.92293;12.51935;0;1
RMPSVA5006;MARYMOUNT LICEO  SCIENTIFICO;PS;RMPSVA5006;MARYMOUNT LICEO  SCIENTIFICO;V. Livorno, 91;ROMA;ROMA;00162;;068622571      ;41.91695;12.52623;0;1
RMPC1A5001;MARYMOUNT LICEO CLASSICO;PC;RMPC1A5001;MARYMOUNT LICEO CLASSICO;V. LIVORNO, 91;ROMA;ROMA;00162;SEGRETERIADIDATTICA@MARYMOUNT.IT;068622571      ;41.91695;12.52623;0;1
RMMM80701Q;MASINA, BARTALI, UNGARETTI;MM;RMIC80700P;URUGUAY;VIA GIUSEPPE DE SANTIS, 33;ROMA;ROMA;00139;RMIC80700P@istruzione.it;068181662;41.96652;12.54764;1;0
RMMM8BV016;MASSIMO GIZZIO;MM;RMIC8BV005;PARCO DI VEIO;VIA MORRO REATINO, N.45;ROMA;ROMA;00189;RMIC8BV005@istruzione.it;0633253495;41.97416;12.44234;1;0
RM1M08900R;MATER DIVINI AMORIS;MM;RM1M08900R;MATER DIVINI AMORIS;V.C.CANULEIO 150;ROMA;ROMA;00174;direzione@scuolamda.it;0671582286     ;41.85056;12.56398;0;1
RMMM82301N;MEDIA G.B.VALENTE;MM;RMIC82300L;I.C. GIOVAN BATTISTA VALENTE;VIALE G.B. VALENTE, 98;ROMA;ROMA;00177;RMIC82300L@istruzione.it;021800794;41.89695;12.56653;1;0
RMMM8E101T;MICHELE FIORAVANTI;MM;RMIC8E100R;VIA ARETUSA;VIA DELIA,46;ROMA;ROMA;00155;RMIC8E100R@istruzione.it;062291998;41.91557;12.61055;1;0
RMRC03601T;MONETA;RC;RMIS03600V;I.I.S.  J. PIAGET-V. NOBILIORE - DIAZ;VIA        DIANA 35;ROMA;ROMA;00175;RMIS03600V@istruzione.it;0612112268;41.86732;12.54792;1;0
RMMM82201T;MONTALE EUGENIO;MM;RMIC82200R;VIA CASAL BIANCO;VIA        CASAL BIANCO        140;ROMA;ROMA;00131;RMIC82200R@istruzione.it;064190100;41.94126;12.62792;1;0
RMMM83001R;MONTEZEMOLO;MM;RMIC83000Q;GIUSEPPE MONTEZEMOLO;VIA        A. DI BONAIUTO, 16;ROMA;ROMA;00142;RMIC83000Q@istruzione.it;065030846;41.82794;12.49072;1;0
RMPS24000N;MORGAGNI;PS;RMPS24000N;MORGAGNI;VIA FONTEIANA 125;ROMA;ROMA;00152;RMPS24000N@istruzione.it;06121123785;41.87749;12.45423;1;0
RMPS17000L;NEWTON;PS;RMPS17000L;NEWTON;V.LE       MANZONI 47;ROMA;ROMA;00185;RMPS17000L@istruzione.it;06121124785;41.89101;12.50826;1;0
RMMM842013;NINO ROTA;MM;RMIC842002;NINO ROTA;VIA F. S. BENUCCI, 32;ROMA;ROMA;00149;RMIC842002@istruzione.it;0655284893;41.8509;12.45132;1;0
RMMM812017;NOBEL;MM;RMIC812006;IC FIDENAE;VIA RIO NELL'ELBA 145;ROMA;ROMA;00138;RMIC812006@istruzione.it;068816175;41.97139;12.51475;1;0
RMPS44000B;NOMENTANO;PS;RMPS44000B;NOMENTANO;VIA DELLA BUFALOTTA, 229;ROMA;ROMA;00139;RMPS44000B@istruzione.it;06121122012;41.95199;12.54296;1;0
RMTDSN500S;NUMIDIO QUADRATO;TD;RMTDSN500S;NUMIDIO QUADRATO;V. DI CENTOCELLE 572;ROMA;ROMA;00175;amministrazione@numidioquadrato.it;0676966681     ;41.86499;12.55546;0;1
RMMM8BP01D;OVIDIO;MM;RMIC8BP00C;OVIDIO;VIA        G. BITOSSI          5;ROMA;ROMA;00136;RMIC8BP00C@istruzione.it;0635496855;41.9264;12.43994;1;0
RMPS49500G;PALLOTTI;PS;RMPS49500G;PALLOTTI;P.ZA REGINA PACIS 13;ROMA;ROMA;00122;COMUNICAZIONE@ISTITUTOPALLOTTI.IT;06  5623247    ;41.7311;12.28002;0;1
RMMM8CX01G;PAOLA SARRO;MM;RMIC8CX00E;"""I.C. DOMENICO BERNARDINI""";VIA CARLO EMILIO GADDA, 134;ROMA;ROMA;00143;RMIC8CX00E@istruzione.it;065003853;41.81172;12.47296;1;0
RMTD640001;PAOLO TOSCANELLI;TD;RMTD640001;PAOLO TOSCANELLI;VIA DELLE RANDE 22;ROMA;ROMA;00122;RMTD640001@istruzione.it;06121127590;41.72422;12.2953;1;0
RMPM123015;PASCAL;PM;RMIS12300N;BIAGIO PASCAL;VIA BREMBIO;ROMA;ROMA;00188;RMIS12300N@istruzione.it;;41.9957;12.48844;1;0
RMPS12000G;PEANO (ROMA);PS;RMPS12000G;PEANO (ROMA);VIA        F. MORANDINI 38;ROMA;ROMA;00142;RMPS12000G@istruzione.it;0697859763;41.82961;12.49852;1;0
RMRH02000C;PELLEGRINO ARTUSI;RH;RMRH02000C;PELLEGRINO ARTUSI;VIA PIZZO DI CALABRIA,5;ROMA;ROMA;00178;RMRH02000C@istruzione.it;0671280548;41.86674;12.55171;1;0
RMRA061522;PERC. II LIV. AGRARIO DEL PINO;RA;RMRA06101G;DOMIZIA LUCILLA;VIA CESARE LOMBROSO 118;ROMA;ROMA;00168;RMIS06100G@istruzione.it;0635506798;41.93414;12.41481;1;0
RMRH061504;PERC. II LIV. IPSEOA;RH;RMRH06101Q;VIA CESARE LOMBROSO;VIA CESARE LOMBROSO 118;ROMA;ROMA;00168;RMIS06100G@istruzione.it;0635506798;41.93414;12.41481;1;0
RMRC11150P;PERC. II LIV. STENDHAL;RC;RMRC11101A;STENDHAL;VIA CASSIA 727/734;ROMA;ROMA;00189;RMIS11100B@istruzione.it;06121128465;41.96473;12.44404;1;0
RMTF02250T;PERC. II LIV. VON NEUMANN;TF;RMTF02202E;I.I.S.S. J. VON NEUMANN;VIA POLLENZA 115;ROMA;ROMA;00156;RMIS022001@istruzione.it;06121123265;41.94669;12.57749;1;0
RMTD12651R;"PERCORSI DI II LIVELLO ""MATTEUCCI""";TD;RMTD12601B;"I.T.C.G. ""CARLO MATTEUCCI""";VIA DELLE VIGNE NUOVE 262;ROMA;ROMA;00139;RMIS126005@istruzione.it;06121123705;41.95249;12.53635;1;0
RMSL070502;PERCORSO DI II LIV. VIA DI RIPETTA;SL;RMSL07000L;"LICEO ARTISTICO STATALE ""VIA DI RIPETTA""";VIA DI RIPETTA 218;ROMA;ROMA;00186;RMSL07000L@istruzione.it;06121123460;41.90697;12.47569;1;0
RMTF11050C;PERCORSO DI II LIVELLO - GIOVANNI XXIII;TF;RMTF110003;ITI GIOVANNI XXIII;VIA TOR SAPIENZA, 160;ROMA;ROMA;00155;RMTF110003@istruzione.it;;41.8972;12.59085;1;0
RMTD111513;"PERCORSO II LIV ""CALAMANDREI""";TD;RMTD11101N;PIERO CALAMANDREI;VIA EMERY 97;ROMA;ROMA;00188;RMIS11100B@istruzione.it;063328003;41.9799;12.49405;1;0
RMTF109519;"PERCORSO II LIV ""EINSTEIN""";TF;RMTF10901X;EINSTEIN;VIA PASQUALE II, 237;ROMA;ROMA;00168;RMIS10900B@istruzione.it;066147920;41.90818;12.409;1;0
RMTD08451X;"PERCORSO II LIV ""FEDERICO CAFFE'""";TD;RMTD08401E;ITCG FEDERICO CAFFE';VIA DI VILLA PAMPHILI,86;ROMA;ROMA;00152;RMIS084008@istruzione.it;06121125925;41.88102;12.45645;1;0
RMTD082518;"PERCORSO II LIV ""ILARIA ALPI""";TD;RMTD08201V;ILARIA ALPI;VIALE C.T. ODESCALCHI, 75;ROMA;ROMA;00147;RMIS08200L@istruzione.it;065123580;41.85371;12.49901;1;0
RMTN07351B;"PERCORSO II LIV ""MARCO POLO""";TN;RMTN073012;ITTUR  MARCO POLO;VIA TUSCOLANA, 388;ROMA;ROMA;00181;RMIS07300T@istruzione.it;06121122165;41.87431;12.529;1;0
RMTD64050A;"PERCORSO II LIV ""PAOLO TOSCANELLI""";TD;RMTD640001;PAOLO TOSCANELLI;VIA DELLE RANDE 22;ROMA;ROMA;00122;RMTD640001@istruzione.it;065684903;41.73739;12.29154;1;0
RMRV08951E;"PERCORSO II LIV ""ROBERTO ROSSELLINI""";RV;RMRV089015;CINETV ROSSELLINI SERV. CULT. E SPETT.;VIA DELLA VASCA NAVALE, 58;ROMA;ROMA;00146;RMIS08900B@istruzione.it;065582741;41.85777;12.46949;1;0
RMRF113515;"PERCORSO II LIV ""SIBILLA ALERAMO""";RF;RMRF11301Q;I.P.SIBILLA ALERAMO;VIA CANNIZZARO, 16;ROMA;ROMA;00156;RMIS113003@istruzione.it;06121122965;41.92743;12.57515;1;0
RMRC09751P;"PERCORSO II LIV ""T.CONFALONIERI""";RC;RMRC097019;I.I.S. CONFALONIERI DE CHIRICO;VIA B.M. DE MATTIAS, 5;ROMA;ROMA;00183;RMIS09700A@istruzione.it;0696120065;41.87897;12.503;1;0
RMTD109513;"PERCORSO II LIV ""VITTORIO BACHELET""";TD;RMTD10901N;VITTORIO BACHELET;VIA DI NAZARETH;ROMA;ROMA;00166;RMIS10900B@istruzione.it;00066247152;41.90266;12.40251;1;0
RMRF027516;"PERCORSO II LIV. ""L.GO VILLA PAGANINI""";RF;RMRF02701R;LARGO DI VILLA PAGANINI 6;VIA ASMARA, N. 28;ROMA;ROMA;00199;RMIS027004@istruzione.it;0686214454;41.92743;12.51788;1;0
RMTL03951C;"PERCORSO II LIV. ""LEON BATTISTA ALBERTI""";TL;RMTL039013;LEON BATTISTA ALBERTI;VIALE CIVILTA' DEL LAVORO 4;ROMA;ROMA;00144;RMIS03900A@istruzione.it;065923396;41.83629;12.46607;1;0
RMTD032517;"PERCORSO II LIV. ""PANTALEONI""";TD;RMTD03201T;"ISTITUTO TECNICO ""ANTONIO GENOVESI""";VIA CAPOSILE, 1;ROMA;ROMA;00196;RMIS03200G@istruzione.it;0063611326;41.91126;12.47386;1;0
RMRI02350R;"PERCORSO II LIV. ""SISTO V""";RI;RMRI02301C;SISTO V;VIA DELLA CECCHINA, 20;ROMA;ROMA;00139;RMIS02300R@istruzione.it;06121123505;41.94763;12.54209;1;0
RMTL03251N;"PERCORSO II LIV. ""VALADIER""";TL;RMTL032018;VALADIER;VIA CAPOSILE,1;ROMA;ROMA;00196;RMIS03200G@istruzione.it;063611326;41.91946;12.46414;1;0
RMTF020506;"PERCORSO II LIVELLO ""ARMELLINI""";TF;RMTF02000R;ARMELLINI;VIA        PLACIDO RICCARDI 13;ROMA;ROMA;00146;RMTF02000R@istruzione.it;065566208;41.85602;12.47637;1;0
RMTF04050B;"PERCORSO II LIVELLO ""E. FERMI""";TF;RMTF040002;E. FERMI;VIA        TRIONFALE 8737;ROMA;ROMA;00135;RMTF040002@istruzione.it;0630601475;41.94005;12.4235;1;0
RMTF35050L;"PERCORSO II LIVELLO ""FARADAY""";TF;RMTF350007;ITI M. FARADAY;VIA CAPO SPERONE, 52;ROMA;ROMA;00122;RMTF350007@istruzione.it;06121123625;41.74061;12.28778;1;0
RMTF09050C;"PERCORSO II LIVELLO ""G. GALILEI""";TF;RMTF090003;G. GALILEI;VIA  CONTE VERDE,51;ROMA;ROMA;00185;RMTF090003@istruzione.it;00064467095;41.89233;12.50808;1;0
RMTD01351T;"PERCORSO II LIVELLO ""L. DA VINCI""";TD;RMTD01301C;"TECNICO COMMERCIALE ""LEONARDO DA VINCI""";VIA CAVOUR, 258;ROMA;ROMA;00184;RMIS013006@istruzione.it;06121128185;41.89406;12.49094;1;0
RMTN02050T;"PERCORSO II LIVELLO ""LIVIA BOTTARDI""";TN;RMTN02000C;ITTUR  LIVIA BOTTARDI;VIA PETITI, 97;ROMA;ROMA;00155;RMTN02000C@istruzione.it;0622709273;41.90789;12.6039;1;0
RMTD03451V;PERCORSO II LIVELLO -BOTTICELLI;TD;RMTD03401D;BOTTICELLI;VIALE DELLA PRIMAVERA, 207;ROMA;ROMA;00172;RMIS034007@istruzione.it;;41.88196;12.56113;1;0
RMTL034519;PERCORSO II LIVELLO BOAGA;TL;RMTL03401X;BOAGA;VIALE  DELLA  PRIMAVERA,  207;ROMA;ROMA;00172;RMIS034007@istruzione.it;062415139;41.88204;12.56099;1;0
RMTD08151C;PERCORSO II LIVELLO DA VERRAZZANO;TD;RMTD081013;DA VERRAZANO;VIA CONTARDO FERRINI N. 83 - TEL. 06/121122505;ROMA;ROMA;00173;RMIS08100R@istruzione.it;06121122505;41.8575;12.57152;1;0
RMRI119513;PERCORSO II LIVELLO DE AMICIS CATTANEO;RI;RMRI11901N;DE AMICIS CATTANEO;VIA L. GALVANI;ROMA;ROMA;00153;RMIS119002@istruzione.it;121126645;41.87803;12.47752;1;0
RMSD060501;PERCORSO II LIVELLO ENZO ROSSI;SD;RMSD06000G;"LICEO ARTISTICO ""ENZO ROSSI""";VIA DEL FRANTOIO,4;ROMA;ROMA;00159;RMSD06000G@istruzione.it;06121123145;41.9139;12.56104;1;0
RMRI034518;PERCORSO II LIVELLO EUROPA;RI;RMRI03401V;EUROPA;VIA ROMOLO TRINCHERI, 49;ROMA;ROMA;00172;RMIS034007@istruzione.it;062155451;41.88683;12.55977;1;0
RMTF08151P;PERCORSO II LIVELLO HERTZ;TF;RMTF081019;VALLAURI - HERTZ;VIA WALTER PROCACCINI, 70;ROMA;ROMA;00175;RMIS08100R@istruzione.it;067213158;41.84918;12.58352;1;0
RMTD102518;PERCORSO II LIVELLO SANDRO PERTINI;TD;RMTD10201V;PERTINI FALCONE;VIA LENTINI S.N.C.;ROMA;ROMA;00136;RMIS10200L@istruzione.it;;41.85979;12.66637;1;0
RMPS102013;PERTINI FALCONE;PS;RMIS10200L;PERTINI FALCONE;VIA LENTINI, 78;ROMA;ROMA;00133;RMIS10200L@istruzione.it;0697859616;41.85824;12.66354;1;0
RMRC10201G;PERTINI FALCONE;RC;RMIS10200L;PERTINI FALCONE;VIA  RUGANTINO,108;ROMA;ROMA;00169;RMIS10200L@istruzione.it;0697859918;41.86494;12.57886;1;0
RMTD10201V;PERTINI FALCONE;TD;RMIS10200L;PERTINI FALCONE;VIA LENTINI 78;ROMA;ROMA;00133;RMIS10200L@istruzione.it;0612112622;41.85824;12.66354;1;0
RM1M02700D;PETRANOVA INTERNATIONAL  INSTITUTE;MM;RM1M02700D;PETRANOVA INTERNATIONAL  INSTITUTE;VIA PAVIA 23;ROMA;ROMA;00161;PETRANOVA@SCUOLECEFA.IT;0644239356     ;41.91754;12.51948;0;1
RMMM83601Q;PETROSELLI;MM;RMIC83600P;"I.C.""MARCO ULPIO TRAIANO""";VIA  DI DRAGONE, 443;ROMA;ROMA;00126;RMIC83600P@istruzione.it;065219617;41.78732;12.32862;1;0
RMRF03650X;PIAGET;RF;RMRF03601G;PIAGET - DIAZ;VIA NOBILIORE, 79/A;ROMA;ROMA;00175;RMIS03600V@istruzione.it;;;;1;0
RMRF03601G;PIAGET - DIAZ;RF;RMIS03600V;I.I.S.  J. PIAGET-V. NOBILIORE - DIAZ;VIALE M.F. NOBILIORE, 79/A;ROMA;ROMA;00175;RMIS03600V@istruzione.it;0612112258;41.86048;12.56553;1;0
RMMM8EG01R;PIAZZA FILATTIERA, 84;MM;RMIC8EG00Q;IC P.ZZA FILATTIERA;PIAZZA     FILATTIERA          84;ROMA;ROMA;00139;RMIC8EG00Q@istruzione.it;068102978;41.95807;12.51762;1;0
RMMM8EF011;PIAZZA MONTE BALDO;MM;RMIC8EF00X;IC PIAZZA CAPRI;PIAZZA MONTE BALDO 2;ROMA;ROMA;00141;RMIC8EF00X@istruzione.it;0697605724;41.93709;12.53418;1;0
RMMM8CR017;PIAZZA MUGGIA;MM;RMIC8CR006;IC GIUSEPPE IMPASTATO;PIAZZA MUGGIA 3;ROMA;ROMA;00132;RMIC8CR006@istruzione.it;0622180417;41.9047;12.65674;1;0
RMMM8G801T;PIERO ANGELA;MM;RMIC8G800R;"""PIERO ANGELA""";VIA RATTO DELLE SABINE, 3;ROMA;ROMA;00131;RMIC8G800R@istruzione.it;0641404596;41.94623;12.60161;1;0
RMTD11101N;PIERO CALAMANDREI;TD;RMIS11100B;VIA C. EMERY, 97;VIA C. EMERY, 97;ROMA;ROMA;00188;RMIS11100B@istruzione.it;06121124425;41.98076;12.49394;1;0
RMPSE55000;PIO XI LICEO SCIENTIFICO;PS;RMPSE55000;PIO XI LICEO SCIENTIFICO;VIA UMBERTIDE 11;ROMA;ROMA;00181;SEGRETERIA@PIOUNDICESIMO.ORG;0678440101     ;41.87419;12.53136;0;1
RMPSVP500H;PIO XII;PS;RMPSVP500H;PIO XII;V. GALLA PLACIDIA, 63;ROMA;ROMA;00159;info@istitutoscolasticopioxii.it;064381465      ;41.90461;12.54294;0;1
RMTD545007;PIO XII;TD;RMTD545007;PIO XII;V.GALLA PLACIDIA 63;ROMA;ROMA;00159;INFO@ISTITUTOSCOLASTICOPIOXII.IT;064381465      ;41.90592;12.54303;0;1
RMTL395001;PIO XII;TL;RMTL395001;PIO XII;V.GALLA PLACIDIA 63;ROMA;ROMA;00159;info@istitutoscolasticopioxii.it;064381465      ;41.90592;12.54303;0;1
RMPS2V500E;PIRANDELLO - SCIENZE UMANE;PS;RMPS2V500E;PIRANDELLO - SCIENZE UMANE;Via Giacomo Boni, 1;ROMA;ROMA;00162;istitutopirandelloroma@gmail.com;;;;0;1
RMPS073018;PITAGORA;PS;RMIS07300T;""" CHARLES  DARWIN """;VIA        TUSCOLANA 388;ROMA;ROMA;00181;RMIS07300T@istruzione.it;06121122165;41.87437;12.52898;1;0
RMPC21000P;PLAUTO;PC;RMPC21000P;PLAUTO;VIA        A. RENZINI 70;ROMA;ROMA;00128;RMPC21000P@istruzione.it;06121127400;41.78141;12.44571;1;0
RMPS27000D;PLINIO SENIORE;PS;RMPS27000D;PLINIO SENIORE;VIA   MONTEBELLO 122;ROMA;ROMA;00185;RMPS27000D@istruzione.it;06121123905;41.90746;12.50275;1;0
RMPS520003;PRIMO LEVI;PS;RMPS520003;PRIMO LEVI;VIA        F.MORANDINI 64;ROMA;ROMA;00142;RMPS520003@istruzione.it;06121127020;41.83047;12.49801;1;0
RMRC118015;PROFESSIONALE - LUIGI EINAUDI;RC;RMIS118006;L.EINAUDI;VIA S.MARIA ALLE FORNACI 1;ROMA;ROMA;00165;RMIS118006@istruzione.it;06121128585;41.89785;12.45611;1;0
RMRC01351E;"PROFESSIONALE COMM. ""L. DA VINCI"" SERALE";RC;RMRC013015;"PROFESSIONALE COMMERCIO ""L. DA VINCI""";VIA CAVOUR, 258;ROMA;ROMA;00184;RMIS013006@istruzione.it;06121128185;41.89406;12.49094;1;0
RMRC013015;"PROFESSIONALE COMMERCIO ""L. DA VINCI""";RC;RMIS013006;ISTITUTO DI ISTRUZIONE LEONARDO DA VINCI;VIA CAVOUR, 258;ROMA;ROMA;00184;RMIS013006@istruzione.it;06121128185;41.89406;12.49094;1;0
RMMM8F2018;QUARTARARO;MM;RMIC8F2007;"IC ""SANDRO ONOFRI""";VIA  GREVE N. 99;ROMA;ROMA;00146;RMIC8F2007@istruzione.it;0655269363;41.84121;12.45695;1;0
RMMM821012;R. FUCINI;MM;RMIC821001;VIA R. FUCINI, 265;VIA        C. ALVARO           25;ROMA;ROMA;00137;RMIC821001@istruzione.it;06824386;41.94605;12.55253;1;0
RMMM83701G;RAFFAELLO;MM;RMIC83700E;"""RAFFAELLO""";VIA A. STOPPATO  7;ROMA;ROMA;00173;RMIC83700E@istruzione.it;067234949;41.84408;12.59705;1;0
RMPS280004;RIGHI;PS;RMPS280004;RIGHI;VIA CAMPANIA, 63;ROMA;ROMA;00187;RMPS280004@istruzione.it;06121126420;41.91063;12.49564;1;0
RMTD114015;ROSA LUXEMBURG;TD;RMIS11400V;EVANGELISTA TORRICELLI;VIA CESARE LOMBROSO,120;ROMA;ROMA;00168;RMIS11400V@istruzione.it;06121123400;41.93551;12.41746;1;0
RMMM8EW011;ROSA PARKS;MM;RMIC8EW00X;I.C. SIMONETTA SALACONE;VIA U. GUATTARI 45;ROMA;ROMA;00172;RMIC8EW00X@istruzione.it;;41.88149;12.55914;1;0
RMPSIZ500B;S. Giovanni Battista Liceo scient. indi. sportivo;PS;RMPSIZ500B;S. Giovanni Battista Liceo scient. indi. sportivo;V. del Casale di S. Pio V 11/13;ROMA;ROMA;00165;;0666000849     ;41.89159;12.43318;0;1
RM1M07600P;S. MEDIA SANT'APOLLINARE;MM;RM1M07600P;S. MEDIA SANT'APOLLINARE;VIALE VATICANO, 42/B;ROMA;ROMA;00165;SEGRETERIA@ISTITUTOAPOLLINARE.ORG;0669871265     ;41.90205;12.44572;0;1
RMPS235006;S.GIUSEPPE CALASANZIO;PS;RMPS235006;S.GIUSEPPE CALASANZIO;V.CORTINA D'AMPEZZO 256;ROMA;ROMA;00135;SEGRETERIA@CALASANZIO-ROMA.IT;06  3052586    ;41.94275;12.43886;0;1
RMMM05300D;"S.M.S. ANNESSA C.N.""V.EM.LE II""";MM;RMMM05300D;"S.M.S. ANNESSA C.N.""V.EM.LE II""";PIAZZA     MONTE GRAPPA        5;ROMA;ROMA;00195;RMMM05300D@istruzione.it;063269981;41.91914;12.46937;1;0
RMMM8D601A;S.M.S. GIUSEPPE MAZZINI;MM;RMIC8D6009;I.C. VIA DELLE CARINE;VIA        DELLE CARINE        2;ROMA;ROMA;00184;RMIC8D6009@istruzione.it;064743873;41.89256;12.49103;1;0
RMMM8EB01N;S.S. I GRADO SINOPOLI;MM;RMIC8EB00L;I.C. SINOPOLI-FERRINI;VIA PIETRO  MASCAGNI, 172;ROMA;ROMA;00199;RMIC8EB00L@istruzione.it;068600694;41.93667;12.51921;1;0
RMPM55500G;SACRO CUORE;PM;RMPM55500G;SACRO CUORE;v. della Tenuta di S. Agata, 1;ROMA;ROMA;00135;ISTITUTOSACROCUORE@PICCOLEANCELLE.COM;063054767      ;41.93737;12.42874;0;1
RMMM8E0012;SALVO D'ACQUISTO;MM;RMIC8E0001;PIAZZA DE CUPIS;VIA COLLATINA, 286;ROMA;ROMA;00155;RMIC8E0001@istruzione.it;062280093;41.90418;12.59173;1;0
RMMM841017;SAN FRANCESCO;MM;RMIC841006;I.C.GIOVANNI PAOLO II;VIA        N. MASCARDI        11;ROMA;ROMA;00126;RMIC841006@istruzione.it;0652352717;41.78306;12.35228;1;0
RMPLLD5008;SAN GIUSEPPE CALASANZIO;PL;RMPLLD5008;SAN GIUSEPPE CALASANZIO;V.LE CORTINA D'AMPEZZO, 256;ROMA;ROMA;00135;segreteria@calasanzio-roma.it;06-3052586     ;41.94294;12.43838;0;1
RMPLNG500S;SAN SISTO VECCHIO;PL;RMPLNG500S;SAN SISTO VECCHIO;VIA DRUSO 2;ROMA;ROMA;00184;;0677205175     ;41.88191;12.49737;0;1
RMMM813013;SANDRO PERTINI;MM;RMIC813002;"""MARIA MONTESSORI""";VIALE      ADRIATICO           140;ROMA;ROMA;00141;RMIC813002@istruzione.it;068181271;41.94198;12.53662;1;0
RMMM863014;SAXA RUBRA;MM;RMIC863003;IC VIA BACCANO;VIA BACCANO 38;ROMA;ROMA;00188;RMIC863003@istruzione.it;0633611605;41.99653;12.49279;1;0
